,state,fips,year,dvotes,rvotes,county,dvotes_pct,rvotes_pct
2179,OR,41003,2016,28431,13030,Be,68.57,31.43
2180,OR,41005,2016,90187,79062,lackamas,53.29,46.71
2181,OR,41007,2016,8899,7794,latsop,53.31,46.69
2182,OR,41009,2016,9959,12967,lumbia,43.44,56.56
2183,OR,41011,2016,10355,17699,s,36.91,63.09
2184,OR,41013,2016,2591,8388,rook,23.6,76.4
2185,OR,41015,2016,4253,7157,rr,37.27,62.73
2186,OR,41017,2016,40222,43667,Deschutes,47.95,52.05
2187,OR,41019,2016,13891,34112,Douglas,28.94,71.06
2188,OR,41021,2016,221,632,Gilliam,25.91,74.09
2189,OR,41023,2016,732,3187,Gra,18.68,81.32
2190,OR,41025,2016,682,2904,Harne,19.02,80.98
2191,OR,41027,2016,6359,3223,Hood River,66.36,33.64
2192,OR,41029,2016,43550,53083,Jacks,45.07,54.93
2193,OR,41031,2016,2892,5337,Jeffers,35.14,64.86
2194,OR,41033,2016,13223,26582,Josephine,33.22,66.78
2195,OR,41035,2016,7080,20170,Klamath,25.98,74.02
2196,OR,41037,2016,628,3001,Lake,17.31,82.69
2197,OR,41039,2016,100497,66218,Lane,60.28,39.72
2198,OR,41041,2016,12300,9901,Lincol,55.4,44.6
2199,OR,41043,2016,17456,32683,Li,34.82,65.18
2200,OR,41045,2016,2213,7141,Malheur,23.66,76.34
2201,OR,41047,2016,48803,54336,Mari,47.32,52.68
2202,OR,41049,2016,1004,2698,Morrow,27.12,72.88
2203,OR,41051,2016,271754,63055,Multnomah,81.17,18.83
2204,OR,41053,2016,15741,18333,Polk,46.2,53.8
2205,OR,41055,2016,202,726,Sherma,21.77,78.23
2206,OR,41057,2016,5701,6486,Tillamook,46.78,53.22
2207,OR,41059,2016,7466,16775,Umatilla,30.8,69.2
2208,OR,41061,2016,3221,8378,Uni,27.77,72.23
2209,OR,41063,2016,1097,2825,Wallowa,27.97,72.03
2210,OR,41065,2016,4634,5721,Wasc,44.75,55.25
2211,OR,41067,2016,137818,75903,Washing,64.49,35.51
2212,OR,41069,2016,153,583,Wheeler,20.79,79.21
2213,OR,41071,2016,18635,22589,Yamhill,45.2,54.8
2214,PA,42001,2016,14077,31249,Adams,31.06,68.94
2215,PA,42003,2016,363017,257488,Alleghe,58.5,41.5
2216,PA,42005,2016,6849,22676,Armstrong,23.2,76.8
2217,PA,42007,2016,30225,46081,Beaver,39.61,60.39
2218,PA,42009,2016,3613,19455,Bedford,15.66,84.34
2219,PA,42011,2016,75169,93094,Berks,44.67,55.33
2220,PA,42013,2016,13093,37224,Blair,26.02,73.98
2221,PA,42015,2016,6263,17957,Bradford,25.86,74.14
2222,PA,42017,2016,165861,163873,Bucks,50.3,49.7
2223,PA,42019,2016,26834,61388,Butler,30.42,69.58
2224,PA,42021,2016,17798,40510,ambria,30.52,69.48
2225,PA,42023,2016,469,1495,amer,23.88,76.12
2226,PA,42025,2016,8917,18714,arb,32.27,67.73
2227,PA,42027,2016,36555,35099,entre,51.02,48.98
2228,PA,42029,2016,140188,115582,hester,54.81,45.19
2229,PA,42031,2016,4256,12545,lari,25.33,74.67
2230,PA,42033,2016,7700,23909,learfield,24.36,75.64
2231,PA,42035,2016,4533,9701,li,31.85,68.15
2232,PA,42037,2016,8502,17387,lumbia,32.84,67.16
2233,PA,42039,2016,10215,23912,rawford,29.93,70.07
2234,PA,42041,2016,44282,65649,mberland,40.28,59.72
2235,PA,42043,2016,64287,60620,Dauphi,51.47,48.53
2236,PA,42045,2016,169169,106559,Delaware,61.35,38.65
2237,PA,42047,2016,3637,9704,Elk,27.26,72.74
2238,PA,42049,2016,54820,57168,Erie,48.95,51.05
2239,PA,42051,2016,17826,34388,Fayette,34.14,65.86
2240,PA,42053,2016,626,1680,Fores,27.15,72.85
2241,PA,42055,2016,17322,49554,Frankli,25.9,74.1
2242,PA,42057,2016,904,5676,Ful,13.74,86.26
2243,PA,42059,2016,4157,10394,Greene,28.57,71.43
2244,PA,42061,2016,4487,14369,Huntingd,23.8,76.2
2245,PA,42063,2016,11468,24920,Indiana,31.52,68.48
2246,PA,42065,2016,3437,14533,Jeffers,19.13,80.87
2247,PA,42067,2016,1810,8234,Juniata,18.02,81.98
2248,PA,42069,2016,51593,48102,Lackawanna,51.75,48.25
2249,PA,42071,2016,90066,137145,Lancaster,39.64,60.36
2250,PA,42073,2016,13933,25323,Lawrence,35.49,64.51
2251,PA,42075,2016,17860,38804,Leba,31.52,68.48
2252,PA,42077,2016,77087,70285,Lehigh,52.31,47.69
2253,PA,42079,2016,51454,77508,Luzerne,39.9,60.1
2254,PA,42081,2016,12926,35475,Lycoming,26.71,73.29
2255,PA,42083,2016,3802,11159,McKea,25.41,74.59
2256,PA,42085,2016,17631,30034,Mercer,36.99,63.01
2257,PA,42087,2016,3563,14050,Miffli,20.23,79.77
2258,PA,42089,2016,31930,31706,Monroe,50.18,49.82
2259,PA,42091,2016,251063,160803,Montgomer,60.96,39.04
2260,PA,42093,2016,2851,5274,Montour,35.09,64.91
2261,PA,42095,2016,65936,71384,Northamp,48.02,51.98
2262,PA,42097,2016,9184,24418,Northumberland,27.33,72.67
2263,PA,42099,2016,4630,15613,Perr,22.87,77.13
2264,PA,42101,2016,560542,105418,Philadelphia,84.17,15.83
2265,PA,42103,2016,9247,16035,Pike,36.58,63.42
2266,PA,42105,2016,1300,6247,Potter,17.23,82.77
2267,PA,42107,2016,16724,43937,Schuylkill,27.57,72.43
2268,PA,42109,2016,3991,11710,Snyder,25.42,74.58
2269,PA,42111,2016,7367,27347,Somerse,21.22,78.78
2270,PA,42113,2016,756,2318,Sulliva,24.59,75.41
2271,PA,42115,2016,5065,13295,Susquehanna,27.59,72.41
2272,PA,42117,2016,3642,12928,Tioga,21.98,78.02
2273,PA,42119,2016,6138,10605,Uni,36.66,63.34
2274,PA,42121,2016,5889,15254,Venang,27.85,72.15
2275,PA,42123,2016,4828,12032,Warre,28.64,71.36
2276,PA,42125,2016,34436,58941,Washing,36.88,63.12
2277,PA,42127,2016,6398,15269,Wayne,29.53,70.47
2278,PA,42129,2016,59506,116427,Westmoreland,33.82,66.18
2279,PA,42131,2016,3573,8375,Wyoming,29.9,70.1
2280,PA,42133,2016,67428,126933,York,34.69,65.31
2281,RI,44001,2016,14532,8910,Bristol,61.99,38.01
2282,RI,44003,2016,37582,38141,Ke,49.63,50.37
2283,RI,44005,2016,22680,14975,Newpor,60.23,39.77
2284,RI,44007,2016,141597,90321,Providence,61.05,38.95
2285,RI,44009,2016,33511,27074,Washing,55.31,44.69
2286,SC,45001,2016,3712,6742,Abbeville,35.51,64.49
2287,SC,45003,2016,25426,45981,Aike,35.61,64.39
2288,SC,45005,2016,2722,788,Allendale,77.55,22.45
2289,SC,45007,2016,21040,56109,Anders,27.27,72.73
2290,SC,45009,2016,3886,2197,Bamberg,63.88,36.12
2291,SC,45011,2016,4395,4888,Barnwell,47.34,52.66
2292,SC,45013,2016,29577,39986,Beaufor,42.52,57.48
2293,SC,45015,2016,30492,44223,Berkele,40.81,59.19
2294,SC,45017,2016,3569,3785,alh,48.53,51.47
2295,SC,45019,2016,89048,75233,harles,54.2,45.8
2296,SC,45021,2016,6089,15165,herokee,28.65,71.35
2297,SC,45023,2016,6582,7272,hester,47.51,52.49
2298,SC,45025,2016,7125,9576,hesterfield,42.66,57.34
2299,SC,45027,2016,7635,7246,larend,51.31,48.69
2300,SC,45029,2016,7616,9083,lle,45.61,54.39
2301,SC,45031,2016,13866,14973,Darling,48.08,51.92
2302,SC,45033,2016,5832,5637,Dill,50.85,49.15
2303,SC,45035,2016,24010,34932,Dorchester,40.73,59.27
2304,SC,45037,2016,4491,6842,Edgefield,39.63,60.37
2305,SC,45039,2016,6936,4024,Fairfield,63.28,36.72
2306,SC,45041,2016,26630,29498,Florence,47.45,52.55
2307,SC,45043,2016,13234,17334,Georgetow,43.29,56.71
2308,SC,45045,2016,73338,125595,Greenville,36.87,63.13
2309,SC,45047,2016,10633,16881,Greenwood,38.65,61.35
2310,SC,45049,2016,5163,3483,Hamp,59.72,40.28
2311,SC,45051,2016,36731,83819,Horr,30.47,69.53
2312,SC,45053,2016,7789,6100,Jasper,56.08,43.92
2313,SC,45055,2016,10293,17464,Kershaw,37.08,62.92
2314,SC,45057,2016,13718,23598,Lancaster,36.76,63.24
2315,SC,45059,2016,8845,16770,Laurens,34.53,65.47
2316,SC,45061,2016,5170,2789,Lee,64.96,35.04
2317,SC,45063,2016,35143,79866,Lexing,30.56,69.44
2318,SC,45065,2016,2479,2651,McCormick,48.32,51.68
2319,SC,45067,2016,8522,5434,Mari,61.06,38.94
2320,SC,45069,2016,5928,4257,Marlbor,58.2,41.8
2321,SC,45071,2016,6212,10011,Newberr,38.29,61.71
2322,SC,45073,2016,7979,24096,Oconee,24.88,75.12
2323,SC,45075,2016,26258,11909,Orangeburg,68.8,31.2
2324,SC,45077,2016,10327,36096,Pickens,22.25,77.75
2325,SC,45079,2016,108401,52753,Richland,67.27,32.73
2326,SC,45081,2016,2809,5525,Saluda,33.71,66.29
2327,SC,45083,2016,39888,76101,Spartanburg,34.39,65.61
2328,SC,45085,2016,24024,18733,Sumter,56.19,43.81
2329,SC,45087,2016,4727,7058,Uni,40.11,59.89
2330,SC,45089,2016,9949,4863,Williamsburg,67.17,32.83
2331,SC,45091,2016,41230,66245,York,38.36,61.64
2332,SD,46003,2016,340,974,Aurora,25.88,74.12
2333,SD,46005,2016,1912,4455,Beadle,30.03,69.97
2334,SD,46007,2016,412,666,Benne,38.22,61.78
2335,SD,46009,2016,704,2105,Bon Homme,25.06,74.94
2336,SD,46011,2016,4879,6748,Brookings,41.96,58.04
2337,SD,46013,2016,5452,9613,Brow,36.19,63.81
2338,SD,46015,2016,571,1565,Brule,26.73,73.27
2339,SD,46017,2016,296,171,Buffal,63.38,36.62
2340,SD,46019,2016,693,3355,Butte,17.12,82.88
2341,SD,46021,2016,105,704,ampbell,12.98,87.02
2342,SD,46023,2016,935,2382,harles Mix,28.19,71.81
2343,SD,46025,2016,398,1139,lark,25.89,74.11
2344,SD,46027,2016,2608,2109,la,55.29,44.71
2345,SD,46029,2016,3174,7764,ding,29.02,70.98
2346,SD,46031,2016,535,588,rs,47.64,52.36
2347,SD,46033,2016,1120,3290,ster,25.4,74.6
2348,SD,46035,2016,2355,5157,Davis,31.35,68.65
2349,SD,46037,2016,974,1627,Da,37.45,62.55
2350,SD,46039,2016,570,1366,Deuel,29.44,70.56
2351,SD,46041,2016,887,723,Dewe,55.09,44.91
2352,SD,46043,2016,214,1338,Douglas,13.79,86.21
2353,SD,46045,2016,380,1433,Edmunds,20.96,79.04
2354,SD,46047,2016,821,2511,Fall River,24.64,75.36
2355,SD,46049,2016,204,858,Faulk,19.21,80.79
2356,SD,46051,2016,970,2381,Gra,28.95,71.05
2357,SD,46053,2016,391,1600,Gregor,19.64,80.36
2358,SD,46055,2016,77,936,Haak,7.6,92.4
2359,SD,46057,2016,555,2051,Hamli,21.3,78.7
2360,SD,46059,2016,334,1391,Hand,19.36,80.64
2361,SD,46061,2016,424,1497,Hans,22.07,77.93
2362,SD,46063,2016,38,694,Harding,5.19,94.81
2363,SD,46065,2016,2449,5174,Hughes,32.13,67.87
2364,SD,46067,2016,692,2517,Hutchins,21.56,78.44
2365,SD,46069,2016,125,543,Hyde,18.71,81.29
2366,SD,46071,2016,323,722,Jacks,30.91,69.09
2367,SD,46073,2016,264,648,Jerauld,28.95,71.05
2368,SD,46075,2016,69,450,Jones,13.29,86.71
2369,SD,46077,2016,703,1680,Kingsbur,29.5,70.5
2370,SD,46079,2016,2314,4038,Lake,36.43,63.57
2371,SD,46081,2016,3356,7411,Lawrence,31.17,68.83
2372,SD,46083,2016,8076,15499,Lincol,34.26,65.74
2373,SD,46085,2016,369,977,Lyma,27.41,72.59
2374,SD,46087,2016,623,1794,McCook,25.78,74.22
2375,SD,46089,2016,192,892,McPhers,17.71,82.29
2376,SD,46091,2016,754,1056,Marshall,41.66,58.34
2377,SD,46093,2016,2223,8441,Meade,20.85,79.15
2378,SD,46095,2016,238,402,Mellette,37.19,62.81
2379,SD,46097,2016,281,706,Miner,28.47,71.53
2380,SD,46099,2016,30610,42043,Minnehaha,42.13,57.87
2381,SD,46101,2016,1042,1729,Mood,37.6,62.4
2382,SD,46103,2016,14074,29804,Penning,32.08,67.92
2383,SD,46105,2016,188,1333,Perkins,12.36,87.64
2384,SD,46107,2016,215,1069,Potter,16.74,83.26
2385,SD,46109,2016,1539,2142,Roberts,41.81,58.19
2386,SD,46111,2016,241,819,Sanbor,22.74,77.26
2387,SD,46115,2016,919,1854,Spink,33.14,66.86
2388,SD,46117,2016,329,1148,Stanle,22.27,77.73
2389,SD,46119,2016,137,679,Sull,16.79,83.21
2390,SD,46121,2016,1505,487,Todd,75.55,24.45
2391,SD,46123,2016,462,2069,Tripp,18.25,81.75
2392,SD,46125,2016,961,2937,Turner,24.65,75.35
2393,SD,46127,2016,2227,5288,Uni,29.63,70.37
2394,SD,46129,2016,457,1896,Walworth,19.42,80.58
2395,SD,46135,2016,3301,5654,Yank,36.86,63.14
2396,SD,46137,2016,352,368,Ziebach,48.89,51.11
2397,TN,47001,2016,9010,19201,Anders,31.94,68.06
2398,TN,47003,2016,3384,11455,Bedford,22.8,77.2
2399,TN,47005,2016,1474,4715,Be,23.82,76.18
2400,TN,47007,2016,896,3621,Bledsoe,19.84,80.16
2401,TN,47009,2016,12085,37385,Bl,24.43,75.57
2402,TN,47011,2016,7070,29761,Bradle,19.2,80.8
2403,TN,47013,2016,2248,9860,ampbell,18.57,81.43
2404,TN,47015,2016,1126,4006,a,21.94,78.06
2405,TN,47017,2016,2323,7731,arroll,23.11,76.89
2406,TN,47019,2016,3453,16897,arter,16.97,83.03
2407,TN,47021,2016,3877,11295,heatham,25.55,74.45
2408,TN,47023,2016,902,3827,hester,19.07,80.93
2409,TN,47025,2016,1831,8589,laiborne,17.57,82.43
2410,TN,47027,2016,707,2140,la,24.83,75.17
2411,TN,47029,2016,1980,9791,cke,16.82,83.18
2412,TN,47031,2016,4741,14409,ffee,24.76,75.24
2413,TN,47033,2016,1302,3977,rocke,24.66,75.34
2414,TN,47035,2016,5202,20410,mberland,20.31,79.69
2415,TN,47037,2016,148473,84365,Davids,63.77,36.23
2416,TN,47039,2016,894,3580,Decatur,19.98,80.02
2417,TN,47041,2016,1566,5164,DeKalb,23.27,76.73
2418,TN,47043,2016,4718,13213,Dicks,26.31,73.69
2419,TN,47045,2016,2815,10175,Dyer,21.67,78.33
2420,TN,47047,2016,5865,13046,Fayette,31.01,68.99
2421,TN,47049,2016,1100,6032,Fentress,15.42,84.58
2422,TN,47051,2016,4372,11526,Frankli,27.5,72.5
2423,TN,47053,2016,5255,13779,Gibs,27.61,72.39
2424,TN,47055,2016,2915,7964,Giles,26.79,73.21
2425,TN,47057,2016,1154,6618,Grainger,14.85,85.15
2426,TN,47059,2016,4211,18538,Greene,18.51,81.49
2427,TN,47061,2016,998,3626,Grund,21.58,78.42
2428,TN,47063,2016,4075,15839,Hamble,20.46,79.54
2429,TN,47065,2016,55260,78661,Hamil,41.26,58.74
2430,TN,47067,2016,322,1842,Hancock,14.88,85.12
2431,TN,47069,2016,4174,4912,Hardema,45.94,54.06
2432,TN,47071,2016,1622,8012,Hardi,16.84,83.16
2433,TN,47073,2016,3502,16611,Hawkins,17.41,82.59
2434,TN,47075,2016,3704,3010,Haywood,55.17,44.83
2435,TN,47077,2016,1796,8118,Henders,18.12,81.88
2436,TN,47079,2016,3061,9483,Henr,24.4,75.6
2437,TN,47081,2016,1823,5685,Hickma,24.28,75.72
2438,TN,47083,2016,865,2180,Hous,28.41,71.59
2439,TN,47085,2016,1967,4928,Humphreys,28.53,71.47
2440,TN,47087,2016,1129,3229,Jacks,25.91,74.09
2441,TN,47089,2016,3490,14760,Jeffers,19.12,80.88
2442,TN,47091,2016,988,5400,Johns,15.47,84.53
2443,TN,47093,2016,62861,105724,Knox,37.29,62.71
2444,TN,47095,2016,577,1357,Lake,29.83,70.17
2445,TN,47097,2016,3656,4884,Lauderdale,42.81,57.19
2446,TN,47099,2016,2821,12419,Lawrence,18.51,81.49
2447,TN,47101,2016,890,3579,Lewis,19.91,80.09
2448,TN,47103,2016,2550,10375,Lincol,19.73,80.27
2449,TN,47105,2016,4916,17588,Loud,21.85,78.15
2450,TN,47107,2016,3507,14673,McMi,19.29,80.71
2451,TN,47109,2016,1847,7839,McNair,19.07,80.93
2452,TN,47111,2016,1071,6260,Mac,14.61,85.39
2453,TN,47113,2016,15438,21321,Madis,42.0,58.0
2454,TN,47115,2016,2829,7680,Mari,26.92,73.08
2455,TN,47117,2016,2848,8167,Marshall,25.86,74.14
2456,TN,47119,2016,10026,23781,Maur,29.66,70.34
2457,TN,47121,2016,856,3337,Meigs,20.41,79.59
2458,TN,47123,2016,3184,13361,Monroe,19.24,80.76
2459,TN,47125,2016,21686,32320,Montgomer,40.15,59.85
2460,TN,47127,2016,496,2325,Moore,17.58,82.42
2461,TN,47129,2016,1053,5429,Morga,16.24,83.76
2462,TN,47131,2016,2425,9525,Obi,20.29,79.71
2463,TN,47133,2016,1943,6055,Over,24.29,75.71
2464,TN,47135,2016,597,2167,Perr,21.6,78.4
2465,TN,47137,2016,536,2019,Picke,20.98,79.02
2466,TN,47139,2016,1252,5097,Polk,19.72,80.28
2467,TN,47141,2016,6847,18981,Putnam,26.51,73.49
2468,TN,47143,2016,1942,8650,Rhea,18.33,81.67
2469,TN,47145,2016,4833,15863,Roane,23.35,76.65
2470,TN,47147,2016,6634,19393,Roberts,25.49,74.51
2471,TN,47149,2016,36627,64428,Rutherford,36.24,63.76
2472,TN,47151,2016,934,6044,Sc,13.38,86.62
2473,TN,47153,2016,1051,4434,Sequatchie,19.16,80.84
2474,TN,47155,2016,6293,28610,Sevier,18.03,81.97
2475,TN,47157,2016,206640,114948,Shelb,64.26,35.74
2476,TN,47159,2016,1688,5485,Smith,23.53,76.47
2477,TN,47161,2016,1222,3864,Stewar,24.03,75.97
2478,TN,47163,2016,11910,45577,Sulliva,20.72,79.28
2479,TN,47165,2016,18153,50105,Sumner,26.59,73.41
2480,TN,47167,2016,5779,16893,Tip,25.49,74.51
2481,TN,47169,2016,943,2099,Trousdale,31.0,69.0
2482,TN,47171,2016,1260,5666,Unicoi,18.19,81.81
2483,TN,47173,2016,1010,5024,Uni,16.74,83.26
2484,TN,47175,2016,539,1820,Van Bure,22.85,77.15
2485,TN,47177,2016,3535,9535,Warre,27.05,72.95
2486,TN,47179,2016,13003,34179,Washing,27.56,72.44
2487,TN,47181,2016,717,5034,Wayne,12.47,87.53
2488,TN,47183,2016,2770,9001,Weakle,23.53,76.47
2489,TN,47185,2016,1842,7657,White,19.39,80.61
2490,TN,47187,2016,30992,68160,Williams,31.26,68.74
2491,TN,47189,2016,14356,39304,Wils,26.75,73.25
2492,TX,48001,2016,3358,13165,Anders,20.32,79.68
2493,TX,48003,2016,836,3925,Andrews,17.56,82.44
2494,TX,48005,2016,7538,21666,Angelina,25.81,74.19
2495,TX,48007,2016,2458,7730,Aransas,24.13,75.87
2496,TX,48009,2016,394,3785,Archer,9.43,90.57
2497,TX,48011,2016,70,924,Armstrong,7.04,92.96
2498,TX,48013,2016,4635,8598,Atascosa,35.03,64.97
2499,TX,48015,2016,2319,9637,Austi,19.4,80.6
2500,TX,48017,2016,397,1343,Baile,22.82,77.18
2501,TX,48019,2016,1726,8159,Bandera,17.46,82.54
2502,TX,48021,2016,10555,16314,Bastrop,39.28,60.72
2503,TX,48023,2016,191,1267,Baylor,13.1,86.9
2504,TX,48025,2016,3443,4743,Bee,42.06,57.94
2505,TX,48027,2016,37608,51780,Bell,42.07,57.93
2506,TX,48029,2016,319191,240161,Bexar,57.06,42.94
2507,TX,48031,2016,1244,4212,Blanc,22.8,77.2
2508,TX,48033,2016,31,330,Borde,8.59,91.41
2509,TX,48035,2016,1277,6325,Bosque,16.8,83.2
2510,TX,48037,2016,8831,24913,Bowie,26.17,73.83
2511,TX,48039,2016,43075,72653,Brazoria,37.22,62.78
2512,TX,48041,2016,23041,38662,Brazos,37.34,62.66
2513,TX,48043,2016,1869,2073,Brewster,47.41,52.59
2514,TX,48045,2016,91,625,Briscoe,12.71,87.29
2515,TX,48047,2016,1937,613,Brooks,75.96,24.04
2516,TX,48049,2016,1621,12010,Brow,11.89,88.11
2517,TX,48051,2016,1491,5316,Burles,21.9,78.1
2518,TX,48053,2016,3785,14595,Burne,20.59,79.41
2519,TX,48055,2016,4663,6516,aldwell,41.71,58.29
2520,TX,48057,2016,2118,4638,alh,31.35,68.65
2521,TX,48059,2016,568,4858,allaha,10.47,89.53
2522,TX,48061,2016,59319,29432,amer,66.84,33.16
2523,TX,48063,2016,1260,3201,amp,28.24,71.76
2524,TX,48065,2016,249,2617,ars,8.69,91.31
2525,TX,48067,2016,2250,9182,ass,19.68,80.32
2526,TX,48069,2016,526,1413,astr,27.13,72.87
2527,TX,48071,2016,2939,13278,hambers,18.12,81.88
2528,TX,48073,2016,3466,12896,herokee,21.18,78.82
2529,TX,48075,2016,253,1802,hildress,12.31,87.69
2530,TX,48077,2016,536,4376,la,10.91,89.09
2531,TX,48079,2016,190,679,chra,21.86,78.14
2532,TX,48081,2016,140,1265,ke,9.96,90.04
2533,TX,48083,2016,387,3177,lema,10.86,89.14
2534,TX,48085,2016,139837,200395,lli,41.1,58.9
2535,TX,48087,2016,145,983,llingsworth,12.85,87.15
2536,TX,48089,2016,1977,6323,lorad,23.82,76.18
2537,TX,48091,2016,14166,44996,mal,23.94,76.06
2538,TX,48093,2016,788,4300,manche,15.49,84.51
2539,TX,48095,2016,148,885,ch,14.33,85.67
2540,TX,48097,2016,2345,13174,ke,15.11,84.89
2541,TX,48099,2016,5057,12212,ryell,29.28,70.72
2542,TX,48101,2016,84,486,le,14.74,85.26
2543,TX,48103,2016,299,1047,rane,22.21,77.79
2544,TX,48105,2016,372,980,rocke,27.51,72.49
2545,TX,48107,2016,468,1180,rosb,28.4,71.6
2546,TX,48109,2016,454,280,lbers,61.85,38.15
2547,TX,48111,2016,222,1258,Dallam,15.0,85.0
2548,TX,48113,2016,458845,261865,Dallas,63.67,36.33
2549,TX,48115,2016,835,2636,Daws,24.06,75.94
2550,TX,48117,2016,1185,2911,Deaf Smith,28.93,71.07
2551,TX,48119,2016,400,1836,Delta,17.89,82.11
2552,TX,48121,2016,110000,169175,De,39.4,60.6
2553,TX,48123,2016,1161,5510,DeWi,17.4,82.6
2554,TX,48125,2016,128,755,Dickens,14.5,85.5
2555,TX,48127,2016,2173,974,Dimmi,69.05,30.95
2556,TX,48129,2016,190,1225,Donle,13.43,86.57
2557,TX,48131,2016,2783,1316,Duval,67.89,32.11
2558,TX,48133,2016,776,6008,Eastland,11.44,88.56
2559,TX,48135,2016,10225,24976,Ector,29.05,70.95
2560,TX,48137,2016,302,741,Edwards,28.95,71.05
2561,TX,48139,2016,16197,44807,Ellis,26.55,73.45
2562,TX,48141,2016,145509,54567,El Pas,72.73,27.27
2563,TX,48143,2016,2159,11205,Erath,16.16,83.84
2564,TX,48145,2016,1682,3438,Falls,32.85,67.15
2565,TX,48147,2016,2123,9536,Fanni,18.21,81.79
2566,TX,48149,2016,2127,8648,Fayette,19.74,80.26
2567,TX,48151,2016,403,1265,Fisher,24.16,75.84
2568,TX,48153,2016,435,1473,Floyd,22.8,77.2
2569,TX,48155,2016,113,383,Foard,22.78,77.22
2570,TX,48157,2016,134475,117212,Fort Bend,53.43,46.57
2571,TX,48159,2016,665,3583,Frankli,15.65,84.35
2572,TX,48161,2016,1461,5995,Freestone,19.59,80.41
2573,TX,48163,2016,1401,1232,Fri,53.21,46.79
2574,TX,48165,2016,597,3907,Gaines,13.25,86.75
2575,TX,48167,2016,45503,73566,Galves,38.22,61.78
2576,TX,48169,2016,224,1223,Garza,15.48,84.52
2577,TX,48171,2016,2286,10445,Gillespie,17.96,82.04
2578,TX,48173,2016,34,553,Glasscock,5.79,94.21
2579,TX,48175,2016,973,2618,Goliad,27.1,72.9
2580,TX,48177,2016,1567,4580,Gonzales,25.49,74.51
2581,TX,48179,2016,699,6495,Gra,9.72,90.28
2582,TX,48181,2016,10276,35274,Grays,22.56,77.44
2583,TX,48183,2016,11623,28693,Gregg,28.83,71.17
2584,TX,48185,2016,2194,7065,Grimes,23.7,76.3
2585,TX,48187,2016,18308,36495,Guadalupe,33.41,66.59
2586,TX,48189,2016,2090,6347,Hale,24.77,75.23
2587,TX,48191,2016,164,891,Hall,15.55,84.45
2588,TX,48193,2016,479,3056,Hamil,13.55,86.45
2589,TX,48195,2016,171,1730,Hansford,9.0,91.0
2590,TX,48197,2016,249,1207,Hardema,17.1,82.9
2591,TX,48199,2016,2779,19600,Hardi,12.42,87.58
2592,TX,48201,2016,706471,544960,Harris,56.45,43.55
2593,TX,48203,2016,7130,18712,Harris,27.59,72.41
2594,TX,48205,2016,172,1727,Hartle,9.06,90.94
2595,TX,48207,2016,314,1403,Haskell,18.29,81.71
2596,TX,48209,2016,33117,33730,Hays,49.54,50.46
2597,TX,48211,2016,181,1460,Hemphill,11.03,88.97
2598,TX,48213,2016,5649,23574,Henders,19.33,80.67
2599,TX,48215,2016,118739,48608,Hidalg,70.95,29.05
2600,TX,48217,2016,2535,10075,Hill,20.1,79.9
2601,TX,48219,2016,1257,5793,Hockle,17.83,82.17
2602,TX,48221,2016,4001,21367,Hood,15.77,84.23
2603,TX,48223,2016,2508,10704,Hopkins,18.98,81.02
2604,TX,48225,2016,1978,6205,Hous,24.17,75.83
2605,TX,48227,2016,1768,6635,Howard,21.04,78.96
2606,TX,48229,2016,324,503,Hudspeth,39.18,60.82
2607,TX,48231,2016,6301,23866,H,20.89,79.11
2608,TX,48233,2016,854,7039,Hutchins,10.82,89.18
2609,TX,48235,2016,90,660,Iri,12.0,88.0
2610,TX,48237,2016,314,2973,Jack,9.55,90.45
2611,TX,48239,2016,904,4266,Jacks,17.49,82.51
2612,TX,48241,2016,2582,10578,Jasper,19.62,80.38
2613,TX,48243,2016,422,694,Jeff Davis,37.81,62.19
2614,TX,48245,2016,42404,42828,Jeffers,49.75,50.25
2615,TX,48247,2016,1635,430,Jim Hogg,79.18,20.82
2616,TX,48249,2016,6688,5411,Jim Wells,55.28,44.72
2617,TX,48251,2016,10976,44370,Johns,19.83,80.17
2618,TX,48253,2016,935,4815,Jones,16.26,83.74
2619,TX,48255,2016,1144,2959,Karnes,27.88,72.12
2620,TX,48257,2016,10265,29537,Kaufma,25.79,74.21
2621,TX,48259,2016,3633,15663,Kendall,18.83,81.17
2622,TX,48261,2016,99,84,Kened,54.1,45.9
2623,TX,48263,2016,59,360,Ke,14.08,85.92
2624,TX,48265,2016,4665,17658,Kerr,20.9,79.1
2625,TX,48267,2016,206,1697,Kimble,10.83,89.17
2626,TX,48269,2016,5,149,King,3.25,96.75
2627,TX,48271,2016,457,936,Kinne,32.81,67.19
2628,TX,48273,2016,4713,4364,Kleberg,51.92,48.08
2629,TX,48275,2016,247,1078,Knox,18.64,81.36
2630,TX,48277,2016,3579,14546,Lamar,19.75,80.25
2631,TX,48279,2016,770,3040,Lamb,20.21,79.79
2632,TX,48281,2016,1479,6371,Lampasas,18.84,81.16
2633,TX,48283,2016,1125,870,La Salle,56.39,43.61
2634,TX,48285,2016,1170,7339,Lavaca,13.75,86.25
2635,TX,48287,2016,1372,4996,Lee,21.55,78.45
2636,TX,48289,2016,909,6391,Le,12.45,87.55
2637,TX,48291,2016,4851,18856,Liber,20.46,79.54
2638,TX,48293,2016,1748,5747,Limestone,23.32,76.68
2639,TX,48295,2016,135,1159,Lipscomb,10.43,89.57
